prompt,answer,pathway_id,generated
"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-9026519
Pathway_type: Activated NTRK2 signals through RAS
Answer:","no, None",R-HSA-9026519,"yes, None"
"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-9603381
Pathway_type: Activated NTRK3 signals through PI3K
Answer:","no, None",R-HSA-9603381,"yes, None"
"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-9034793
Pathway_type: Activated NTRK3 signals through PLCG1
Answer:","no, None",R-HSA-9034793,"yes, None"
"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-9034864
Pathway_type: Activated NTRK3 signals through RAS
Answer:","no, None",R-HSA-9034864,"yes, None"
"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-5625886
Pathway_type: Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3
Answer:","no, None",R-HSA-5625886,"yes, Prostate cancer"
"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-2033519
Pathway_type: Activated point mutants of FGFR2
Answer:","yes, cancer;bone development disease",R-HSA-2033519,"yes, Crouzon syndrome"
"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-111452
Pathway_type: Activation and oligomerization of BAK protein
Answer:","no, None",R-HSA-111452,"yes, Apoptosis-related diseases"
"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-165158
Pathway_type: Activation of AKT2
Answer:","no, None",R-HSA-165158,"yes, Diabetes mellitus"
"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-399710
Pathway_type: Activation of AMPA receptors
Answer:","no, None",R-HSA-399710,"yes, Alzheimer's disease"
"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-9619483
Pathway_type: Activation of AMPK downstream of NMDARs
Answer:","no, None",R-HSA-9619483,"yes, None"
"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-176814
Pathway_type: Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins
Answer:","no, None",R-HSA-176814,"no, None"
"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-176187
Pathway_type: Activation of ATR in response to replication stress
Answer:","no, None",R-HSA-176187,"yes, None"
"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-111447
Pathway_type: Activation of BAD and translocation to mitochondria 
Answer:","no, None",R-HSA-111447,"yes, Cancer"
"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-114452
Pathway_type: Activation of BH3-only proteins
Answer:","no, None",R-HSA-114452,"yes, None"
